,id,symbol,name,nameid,rank,price_usd,percent_change_24h,percent_change_1h,percent_change_7d,price_btc,market_cap_usd,volume24,volume24a,csupply,tsupply,msupply
0,80,ETH,Ethereum,ethereum,2.0,3998.12,4.72,-0.23,5.23,0.082217,475072954602.56,13891602895.841246,12730190415.230429,118824085.00,118824085,
1,2710,BNB,Binance Coin,binance-coin,3.0,527.81,2.80,-0.32,-0.39,0.010854,88039744957.90,1141265321.7137957,963429945.1583811,166801148.00,192443301,200000000
2,518,USDT,Tether,tether,4.0,1.00,-0.05,0.04,-0.41,0.000021,73583788999.54,51871108966.21017,53183217001.84869,73578322706.00,68261274250,
3,48543,SOL,Solana,solana,5.0,178.88,4.33,-1.00,13.46,0.003678,54648872305.76,2066669887.7319274,1919935267.1365492,305506950.00,491561409.22682,21000000
4,257,ADA,Cardano,cardano,6.0,1.26,3.11,-0.24,1.20,0.000026,41886967329.57,707620185.3557084,713954103.4185911,33313246914.00,32025787326.655,45000000000
5,33285,USDC,USD Coin,usd-coin,7.0,0.999340,-0.06,0.05,-0.05,0.000021,38793834338.19,1050105671.5272716,852509663.805638,38819451751.00,29189121769.878,
6,58,XRP,XRP,ripple,8.0,0.893142,6.29,0.02,13.72,0.000018,38324291526.94,2238537055.740338,2212353377.292228,42909539227.00,99991841593,100000000000
7,48537,LUNA,Terra,terra-luna,9.0,84.97,11.88,1.26,55.12,0.001747,33148689980.59,3127262249.6308775,3160259925.3716717,390099861.00,948798839.82726,21000000
8,44883,AVAX,Avalanche,avalanche,10.0,117.84,13.11,0.18,46.67,0.002423,26390560166.77,1836923928.246451,977969065.2585238,223953589.00,381944432,720000000
9,2,DOGE,Dogecoin,dogecoin,11.0,0.169538,3.39,-0.74,6.82,0.000003,22457097701.22,1031356498.5223694,717380310.2873912,132460906384.00,132460906384,
10,45219,DOT,Polkadot,polkadot,12.0,24.96,5.06,-0.88,-5.38,0.000513,22401901833.82,721940235.7980267,591721118.503263,897657920.00,897657920,1000000000
11,45088,SHIB,Shiba Inu,shiba-inu,13.0,0.000032,10.92,-0.31,-4.13,6.55E-10,17500393555.98,1197748785.9578846,580241809.6193919,549052904455700.00,1000000000000000,
12,48591,BUSD,Binance USD,binance-usd,14.0,0.999261,-0.07,-0.03,-0.02,0.000021,13568140226.22,3604494820.0588913,3013158007.9271083,13578169256.00,13578169256.12,
13,33422,WBTC,Wrapped Bitcoin,wrapped-bitcoin,15.0,48640.05,5.62,-0.51,3.60,1.00,12353356084.14,196430155.61487877,211867041.51699585,253975.00,205870.92444383,
14,1,LTC,Litecoin,litecoin,16.0,153.07,2.77,-0.59,4.37,0.003148,10597720504.56,947129573.3451307,1366935852.287655,69233832.00,69233832,84000000
15,47305,UNI,Uniswap,uniswap,17.0,14.78,3.54,-0.40,3.11,0.000304,9279832111.78,128279651.75877364,164270326.67107064,627904519.00,1000000000,1000000000
16,2751,LINK,ChainLink,chainlink,18.0,19.11,3.79,-0.91,5.40,0.000393,8924824553.02,459761567.8715898,507066331.2823511,467009553.00,1000000000,1000000000 
17,34406,ALGO,Algorand,algorand,19.0,1.34,4.82,-0.53,-2.26,0.000028,8408795275.80,189403905.3070358,146525719.31392348,6286785541.00,5242765359.0244,
18,2321,BCH,Bitcoin Cash,bitcoin-cash,20.0,435.52,2.52,-0.32,1.57,0.008956,8245726421.44,78131098344.02344,5905316694.847252,18933031.00,18933031,21000000
19,48571,UST,TerraUSD,terrausd,21.0,1.00,-0.01,0.09,0.29,0.000021,7654516327.63,32783448.189776003,27671776.14796947,7631741604.00,7631741604.5617,
20,89,XLM,Stellar,stellar,22.0,0.263747,2.75,-0.61,3.56,0.000005,6502112635.92,440431950.74038875,493818017.3443861,24652843486.00,104303927518,104303927518
21,258,MANA,Decentraland,decentraland,23.0,3.25,5.19,-0.51,0.86,0.000067,5926283306.33,614119544.6473938,475722165.8872944,1824609834.00,2644403343,
22,46575,AXS,Axie Infinity,axie-infinity,24.0,96.51,5.51,0.63,2.82,0.001985,5878217439.09,334111538.33650684,237343079.24186474,60907500.00,270000000,270000000
23,48547,FTT,FTX Token,ftx-token,25.0,41.94,7.00,-0.56,10.56,0.000862,5848429648.36,106565139.02995034,69448257.1714946,139460202.00,335329538.48597,352170015
24,2713,TRX,TRON,tron,26.0,0.078369,3.35,-0.25,-8.32,0.000002,5615901921.12,981640079.8688765,786690083.9693466,71659657369.00,99000000000,
25,2741,VET,VeChain,vechain,27.0,0.081778,5.30,-0.25,4.16,0.000002,5259631266.77,195903862.84172964,210435514.91875082,64315576989.00,86712634466,86712634466
26,33830,ATOM,Cosmos,cosmos,28.0,22.74,8.29,-0.49,3.93,0.000468,5128109670.60,251082906.10340834,231723400.92285728,225488987.00,237928231,
27,33536,MATIC,Matic Network,matic-network,29.0,2.35,10.98,-1.46,26.71,0.000048,5104573502.95,1582928472.6564987,1145459249.4176521,2175190262.00,10000000000,
28,48563,NEAR,NEAR Protocol,near-protocol,30.0,8.77,4.41,-0.71,-5.32,0.000180,4979824632.42,265491001.77299744,379371585.7455906,567618812.00,1000000000,1000000000
29,33819,CRO,Crypto.com Chain,crypto-com-chain,31.0,0.520718,7.28,0.27,-3.37,0.000011,4832691890.87,66084054.460090436,77649925.86345775,9280821918.00,100000000000,
30,45161,SAND,The Sandbox,the-sandbox,32.0,5.07,5.31,-0.93,3.45,0.000104,4626097035.27,624593603.4542891,515635178.53434426,913246119.00,3000000000,3000000000
31,118,ETC,Ethereum Classic,ethereum-classic,33.0,35.13,3.01,-0.34,1.48,0.000722,4613902285.88,374393423.40928394,388122230.58573425,131348784.00,129777808.77282,210700000
32,32607,FIL,Filecoin,filecoin,34.0,35.12,2.16,-0.57,-2.99,0.000722,4566444771.99,447048894.41037166,412702871.4844651,130032829.00,106820493,2000000000
33,32360,THETA,Theta Token,theta-token,35.0,4.10,4.84,-0.65,3.33,0.000084,4098721615.38,109808756.16310276,122872793.17198983,1000000000.00,1000000000,
34,3682,XTZ,Tezos,tezos,36.0,4.19,5.97,-0.40,1.79,0.000086,3641406045.84,108570403.84354302,126218695.13986184,868937218.00,859580391.15649,
35,33644,FTM,Fantom,fantom,37.0,1.43,6.64,-0.90,9.24,0.000029,3627448721.47,279604243.92014396,234807714.86880296,2545006273.00,2545006273,3175000000
36,33833,LEO,UNUS SED LEO,unus-sed-leo,38.0,3.68,2.67,0.09,1.62,0.000076,3513402849.11,3105305.417966415,2963258.991439517,953954130.00,985239504,
37,28,XMR,Monero,monero,39.0,189.57,1.62,-0.48,1.41,0.003898,3419677135.30,398268571.6867418,275083260.62143797,18038893.00,17993468.763506,
38,45467,EGLD,Elrond eGold,elrond-egold,40.0,243.21,5.29,0.35,3.11,0.005001,3285343704.71,93406943.7057432,97770201.5205234,13508333.00,20000000,
39,447,IOTA,IOTA,iota,41.0,1.17,12.10,2.04,13.87,0.000024,3242336451.32,54894782.10884514,33415114.497488905,2779530283.00,2779530283,2779530283
40,48561,GRT,The Graph,the-graph,42.0,0.687418,13.43,-0.36,13.05,0.000014,3241680404.00,126313383.78654797,167379429.49314487,4715735200.00,10000000000,10057044431
41,42531,KLAY,Klaytn,klaytn,43.0,1.28,6.74,-0.58,0.30,0.000026,3233194489.90,26156406.98358702,22743828.943222385,2527809506.00,10735248534.4,
42,2679,EOS,EOS,eos,44.0,3.28,4.49,-0.50,4.14,0.000067,3190063108.42,612168248.0998856,617961768.4183292,972722633.00,1006245120,1006245120
43,45577,GALA,Gala,gala,45.0,0.442113,5.95,0.57,,0.000009,3084715305.06,297328073.0347033,283454050.7430738,6977205436.00,35240112493,
44,48555,HBAR,Hedera Hashgraph,hedera-hashgraph,46.0,0.308342,2.81,-1.19,33.83,0.000006,2970417775.32,73722690.05766374,179719241.9008269,9633530220.00,50000000000,50000000000
45,45985,CAKE,PancakeSwap,pancakeswap,47.0,11.88,-0.74,-0.56,7.07,0.000244,2917285390.16,118330596.9821323,96143759.55050641,245654140.00,245654140.25715,
46,2781,LRC,Loopring,loopring,48.0,2.10,9.81,-0.55,-1.57,0.000043,2791094790.65,169238521.37264356,142346140.9363071,1328325643.00,1374956262,1395076055
47,48567,ONE,Harmony,harmony,49.0,0.240725,9.61,-1.13,43.46,0.000005,2756579510.16,227786197.5991331,241501058.1976906,11451151683.00,13263843683.101,
48,48569,STX,Stacks,stacks,50.0,2.09,5.93,-0.98,11.12,0.000043,2695422352.46,46597539.87025139,47911074.06338079,1286647915.00,1352464600,1818000000
49,33391,BTT,BitTorrent,bittorrent,51.0,0.002672,5.58,-0.50,-7.13,5.50E-8,2645606099.53,172967066.5400821,171737381.0375595,990000000000.00,990000000000,
50,48589,FLOW,Flow,flow,52.0,8.30,2.95,-0.47,-4.17,0.000171,2609057936.73,42053405.3662658,44762834.1448313,314343134.00,1378211739,
51,46018,AAVE,Aave,aave,53.0,182.74,6.89,0.02,11.65,0.003758,2448482397.45,138473027.74874958,147291129.17435226,13398608.00,16000000,16000000
52,12377,MKR,Maker,maker,54.0,2416.86,6.11,-0.10,5.81,0.049700,2391800062.85,36833274.82225698,43066100.6552834,989630.00,1000000,1000000
53,33234,BCHSV,Bitcoin SV,bitcoin-cash-sv,55.0,124.09,0.74,-0.27,-3.10,0.002552,2348865950.13,502117794.7711817,447528238.21214265,18929408.00,21000000,21000000
54,42277,KSM,Kusama,kusama,56.0,266.84,1.05,-1.34,-3.62,0.005487,2260166947.43,228817920.6938778,193537279.64854726,8470098.00,10000000,10000000
55,33085,QNT,Quant,quant,57.0,175.99,1.77,-1.44,-2.37,0.003619,2124665201.79,33307874.094761796,32958363.674917996,12072738.00,45467000,14612493
56,134,ZEC,Zcash,zcash,58.0,158.42,3.83,-0.13,5.78,0.003258,2114357621.10,290696293.5781303,267227986.5160416,13346175.00,13346175,21000000
57,51539,XEC,eCash,ecash,59.0,0.000109,1.32,-0.18,1.69,2.24E-9,2062776028.44,16057159.811570905,20450221.270428672,18911817173313.00,18899704673313,21000000000000
58,2581,ENJ,Enjin Coin,enjin-coin,60.0,2.40,8.88,-0.66,1.88,0.000049,2016565727.43,152659311.8092938,112794082.03488584,838603684.00,1000000000,1000000000
59,33531,OKB,OKB,okb,61.0,32.06,1.08,-0.52,14.30,0.000659,1923898159.60,505112358.3173833,577660937.0170969,60000000.00,300000000,
60,2750,KCS,KuCoin Shares,kucoin-shares,62.0,21.51,5.43,0.01,11.08,0.000442,1908937335.42,13793398.61050953,13348540.57643359,88745681.00,180730576,
61,48581,CRV,Curve DAO Token,curve-dao-token,63.0,4.33,11.40,-0.87,27.97,0.000089,1879076673.81,333844295.7114907,286523855.8618732,433880729.00,1641509941.5799,3303030299
62,133,NEO,Neo,neo,64.0,26.26,7.59,-0.10,2.49,0.000540,1852053125.33,149305824.55265713,125259617.97824274,70538831.00,100000000,100000000
63,42441,AR,Arweave,arweave,65.0,53.90,4.17,-1.20,45.36,0.001108,1800046356.38,164938329.35056648,150431230.5095222,33394701.00,63190435,66000000
64,43242,KDA,Kadena,kadena,66.0,11.11,8.94,-0.43,16.48,0.000228,1759419733.77,63496375.35753218,46381325.86058415,158390764.00,1000000000,1000000000
65,36447,RUNE,THORChain,thorchain,67.0,6.79,12.99,-1.51,6.32,0.000140,1753483159.64,60429050.76226348,23839759.99797215,258210215.00,461668422.22481,500000000
66,113,WAVES,Waves,waves,68.0,16.12,6.44,-0.20,10.82,0.000332,1722563314.72,108369810.49336244,82664819.04322033,106842988.00,106176592,106176592
67,184,BAT,Basic Attention Token,basic-attention-token,69.0,1.15,7.08,-1.73,9.40,0.000024,1710508583.55,154323889.32683697,145971211.71974856,1492818789.00,1500000000,1500000000
68,34391,CHZ,Chiliz,chiliz,70.0,0.273718,8.39,-0.74,-0.09,0.000006,1629102492.37,114029520.14819518,87101706.32918146,5951749372.00,8888888888,
69,32351,HT,Huobi Token,huobi-token,71.0,9.93,-0.59,0.88,9.52,0.000204,1581208057.82,106727839.35365152,87320505.05712803,159308566.00,500000000,500000000
70,44425,CELO,Celo,celo,72.0,4.17,3.33,-1.70,19.08,0.000086,1530624103.17,47000855.82406496,73461911.64229287,367204495.00,1000000000,1000000000
71,8,DASH,Dash,dash,73.0,130.43,4.62,-0.31,1.78,0.002682,1367940902.83,189733002.27642056,179495513.91321403,10487846.00,10487846,18900000
72,32686,HOT,Holo,holo,74.0,0.007859,12.37,-1.20,0.59,1.62E-7,1359917616.64,92441576.66114973,53125347.98592262,173037114405.00,177619433541,
73,44710,YFI,yearn.finance,yearn-finance,75.0,35322.58,-3.98,-0.80,77.80,0.726367,1294113243.29,545514434.0333431,565468802.5825385,36637.00,36635.43982673,36666
74,48829,CVX,Convex Finance,convex-finance,76.0,32.58,7.95,2.38,24.25,0.000670,1279359783.51,4324387.221961501,4173740.4524364616,39273759.00,76719679.445067,100000000
75,32479,TUSD,TrueUSD,trueusd,77.0,0.998613,-0.16,-0.12,-0.17,0.000021,1262793671.43,114309408.85463434,109870148.19021572,1264547862.00,1406308890.6449,
76,32604,NEXO,Nexo,nexo,78.0,2.20,0.15,-0.11,-3.21,0.000045,1232910947.38,8124750.475658921,6474858.027948766,560000011.00,1000000000,1000000000
77,47304,COMP,Compound,compound,79.0,194.44,4.79,0.57,5.91,0.003998,1204013873.83,51889982.24742173,59713464.65026954,6192346.00,10000000,10000000
78,32719,IOTX,IoTeX,iotex,80.0,0.124342,5.56,-0.05,16.09,0.000003,1186323213.04,110863222.0556754,84083440.31221919,9540779324.00,10000000000,10000000000
79,70,NEM,NEM,nem,81.0,0.127219,3.20,-0.70,3.03,0.000003,1144972731.20,89145814.60276563,86315594.07794262,8999999999.00,8999999999,8999999999
80,33768,TFUEL,Theta Fuel,theta-fuel,82.0,0.193662,4.95,0.56,-3.37,0.000004,1026645377.48,16286620.463991113,19409115.104095984,5301214400.00,5301214400,
81,36332,OMI,ECOMI,ecomi,83.0,0.006161,5.39,2.06,16.25,1.27E-7,1024495696.27,5380661.746194556,6932692.019583225,166285821196.00,750000000000,750000000000
82,99,DCR,Decred,decred,84.0,72.00,2.66,0.12,15.13,0.001481,979542095.19,124714281.23176424,296332562.63932145,13604523.00,13604523,21000000
83,48015,SAFEMOON,SafeMoon,safemoon,85.0,0.000002,7.64,-0.39,3.48,3.35E-11,952569881.09,2609691.680627943,2369533.4574214118,585536366402812.00,1000000000000000,1000000000000000
84,33435,CEL,Celsius,celsius,86.0,3.80,-0.18,-0.17,,0.000078,908265833.51,2933777.592157208,7610078.164010355,238863519.00,700000000,
85,237,QTUM,Qtum,qtum,87.0,9.18,4.40,-0.28,2.89,0.000189,907727609.16,114177031.38297622,119749441.13659805,98908022.00,100909224,100909224
86,46572,ROSE,Oasis Network,oasis-network,88.0,0.259439,4.64,-0.18,-7.26,0.000005,906225697.94,60617597.11316424,65179841.00401734,3493014306.00,10000000000,10000000000
87,495,REV,Revain,revain,89.0,0.010246,3.79,-0.03,-7.75,2.11E-7,871547651.22,1251949.0263568943,1737961.4953422395,85061485689.00,85061485689.834,85061485689.834
88,32386,RVN,Ravencoin,ravencoin,90.0,0.084016,7.64,-0.43,3.78,0.000002,857628651.72,27826570.970275417,30214978.11872578,10207865000.00,9656910000,21000000000
89,3708,ICX,ICON,icon,91.0,1.25,8.79,-0.94,13.08,0.000026,849302526.39,39042706.27442578,38120375.312517926,676938393.00,800460000,
90,232,OMG,OmiseGO,omisego,92.0,6.05,6.48,-0.46,4.15,0.000124,848464510.39,223267136.42612493,206311237.8163573,140245398.00,140245398,140245398
91,42612,VGX,Voyager Token,voyager-token,93.0,3.05,3.04,-2.56,-21.59,0.000063,848097952.53,5773908.505789794,3659115.6909362217,278482214.00,222295208,279387971
92,44497,RENBTC,renBTC,renbtc,94.0,48285.02,5.57,-0.52,3.24,0.992924,838807448.22,2130481.7843233175,1804965.1690594773,17372.00,15344.21861199,13698
93,32238,WAX,WAX,wax,95.0,0.451418,3.09,-0.24,0.82,0.000009,837083783.38,1962324.195379403,2076619.2266964267,1854342007.00,1850000000,1850000000
94,43026,SOLO,Sologenic,sologenic,96.0,3.98,-3.36,-1.23,1.55,0.000082,795903825.33,14716005.857568791,5216917.849036579,200001808.00,399952489.0455,400000000
95,200,BNT,Bancor,bancor,97.0,3.30,3.96,-0.70,3.90,0.000068,775360526.71,7133182.3791054,6170514.397008775,234782771.00,231934477.78455,231934477.78455
96,46186,AUDIO,Audius,audius,98.0,1.50,7.45,-0.45,4.49,0.000031,766035403.34,19098660.193587407,48252267.62656691,509912301.00,1066858974,
97,183,SC,Siacoin,siacoin,99.0,0.015476,5.77,-0.45,4.11,3.18E-7,765259186.12,13819461.091102136,21084180.380151797,49448602992.00,48852172992,
98,33433,LPT,Livepeer,livepeer,100.0,34.80,4.95,-0.52,5.46,0.000716,736437300.15,46993763.0574375,49442349.40160635,21164655.00,22859012.33253,22906951
99,32334,ZIL,Zilliqa,zilliqa,101.0,0.060776,4.44,-1.07,3.76,0.000001,733826229.77,40870065.68680726,28570608.409580424,12074182279.00,21000000000,21000000000
100,285,BTG,Bitcoin Gold,bitcoingold,102.0,42.52,0.83,-0.59,4.24,0.000874,733418509.71,8509566.009502146,8604051.847727064,17248611.00,17348611,21000000
101,48761,ILV,Illuvium,illuvium,103.0,1109.36,3.08,-0.52,-1.94,0.022813,713116773.48,365798366.6993954,349218904.15656006,642819.00,7000000,10000000
102,32373,TEL,Telcoin,telcoin,104.0,0.012616,3.42,-0.87,11.82,2.59E-7,694200220.91,4468935.75316863,4926932.698563809,55027111195.00,100000000000,100000000000
103,167,GNO,Gnosis,gnosis-gno,105.0,454.00,2.62,-0.47,24.79,0.009336,683080353.95,174610374.84153032,48981630.227159396,1504587.00,10000000,10000000
104,45228,SUSHI,Sushi,sushi,106.0,5.44,3.84,-0.42,-3.55,0.000112,680603914.14,96003299.50584418,97025753.75832562,125149834.00,157229061,250000000
105,21,XWC,WhiteCoin,whitecoin,107.0,0.924084,0.61,-0.23,5.80,0.000019,658199960.53,11308687.378121192,11841675.728323447,712272669.00,712272669,1000000000
106,2729,ZRX,0x,0x,108.0,0.775797,5.34,-0.18,1.74,0.000016,655933353.84,40446476.060911916,29896630.19440222,845496054.00,1000000000,1000000000
107,221,STORJ,Storj,storj,109.0,1.75,9.92,-0.90,18.59,0.000036,615471309.26,77473720.92614311,41778793.749063164,351522779.00,424999998,
108,33723,SNX,Synthetix Network Token,synthetix-network-token,110.0,5.28,8.20,-0.94,6.53,0.000109,606825804.52,41223476.47750668,40294316.66172026,114841533.00,125958830,212424133
109,32331,ONT,Ontology,ontology,111.0,0.691232,4.90,-0.25,4.57,0.000014,605000519.53,62645883.020528436,66225392.636696935,875249524.00,1000000000,1000000000
110,48735,ELON,Dogelon Mars,dogelon-mars,112.0,0.000001,14.80,-0.56,1.90,2.33E-11,599826494.97,5207561.631100169,4027639.5981113785,528320933672510.00,1.0E+15,1.0E+15
111,32461,CHSB,SwissBorg,swissborg,113.0,0.584604,-0.15,0.46,-8.71,0.000012,584603883.82,1189521.6728321242,855250.7007091102,1000000000.00,1000000000,
112,44040,UMA,UMA,uma,114.0,9.00,6.81,0.75,-1.42,0.000185,579982663.70,30971223.27762005,29278719.302683514,64435226.00,105317878.04151,101172570
113,32085,LEND,AAVE (EthLend),ethlend,115.0,0.513912,-0.12,0.00,-75.55,0.000011,565396154.86,1019250.5293914889,1020567.7275540315,1100180877.00,1299999942,1299999942
114,47371,RAY,Raydium,raydium,116.0,7.19,3.88,-0.56,-1.36,0.000148,556324998.93,24524120.63553533,21998866.043109022,77380713.00,555000000,555000000
115,32229,IOST,IOStoken,iostoken,117.0,0.030334,6.02,-0.28,3.86,6.24E-7,549034969.76,50533375.98136163,40777087.71032862,18099719631.00,21000000000,21000000000
116,46568,SKL,SKALE Network,skale-network,118.0,0.204198,7.12,-0.27,3.94,0.000004,539329456.66,16479392.785115253,15023375.348574936,2641203115.00,4276664349,7000000000
117,58745,BOBA,Boba Network,boba-network,119.0,3.46,13.86,-2.65,,0.000071,536765039.52,6230099.514343111,6649661.2129615685,155003271.00,500000000,500000000
118,43,DGB,Digibyte,digibyte,120.0,0.034697,7.46,-0.60,5.00,7.13E-7,518454810.02,11355742.810003974,10837452.694801576,14942497965.00,14942497965,21000000000
119,46175,NU,NuCypher,nucypher,121.0,0.728664,3.43,-0.27,-0.59,0.000015,506603432.13,43106112.67997497,60698736.883899644,695250000.00,1349139886.755,3885390082
120,33558,OCEAN,Ocean Protocol,ocean-protocol,122.0,0.771930,4.63,-0.56,-1.04,0.000016,473269358.61,17275261.961353187,20255013.98016767,613099140.00,613099141,1410000000
121,33213,RPL,Rocket Pool,rocket-pool,123.0,45.57,1.71,-4.49,187.57,0.000937,468417573.57,2606388.571808903,2829234.461099311,10279742.00,17919753,
122,2835,NANO,Nano,nano,124.0,3.46,6.61,-1.23,-2.61,0.000071,461655204.05,19500347.903691452,12021452.818020012,133248297.00,133248297.197,133248297.197
123,45054,SRM,Serum,serum,125.0,3.43,4.45,-1.21,0.40,0.000071,457160060.97,36359931.88593582,37779909.89218113,133231781.00,1092844982,10161000000
124,186,ZEN,Horizen,zencash,126.0,62.77,3.12,-0.60,3.68,0.001291,451025991.60,67572021.33523425,77328888.77460942,7185725.00,7185725,21000000
125,41,SYS,Syscoin,syscoin,127.0,0.714967,4.69,-0.46,-1.27,0.000015,447925483.57,11458727.54911332,15886179.860882003,626498181.00,626498181,888000000
126,488,POLY,Polymath,polymath-network,128.0,0.498389,6.27,-0.11,-0.07,0.000010,447827716.39,11062370.935686477,9070593.265742237,898550829.00,1000000000,1000000000
127,33772,CELR,Celer Network,celer-network,129.0,0.073313,7.16,1.55,18.69,0.000002,445500387.37,58369673.98381357,101711755.38378216,6076711958.00,10000000000,10000000000
128,46966,1INCH,1inch,1inch,130.0,2.43,3.52,-0.44,-1.66,0.000050,437552702.05,56918774.769583695,63356417.54806162,180362122.00,1500000000,
129,44705,NXM,NXM,nxm,131.0,66.16,1.96,-0.11,31.54,0.001360,437397193.32,3225773.3612770364,3329984.5161151798,6611239.00,6621938.3958832,
130,45771,HTR,Hathor,hathor,132.0,1.93,16.55,2.01,67.75,0.000040,428474953.48,31095577.09188207,24812898.302777685,221552824.00,897497824,
131,36440,UOS,Ultra,ultra,133.0,1.46,4.16,-0.87,6.81,0.000030,414085115.98,5264940.058798623,7428337.290170031,282785230.00,1000000000,
132,33718,FET,Fetch,fetch,134.0,0.544304,21.66,-2.08,10.64,0.000011,406112912.39,59721693.20776875,10440563.725293374,746113681.00,1152997575,1152997575
133,48805,MBOX,Mobox,mobox,135.0,5.08,4.49,-1.00,-2.49,0.000105,405796138.53,53145778.39675145,51210949.17259439,79853075.00,389181745,1000000000
134,44043,JST,JUST,just,136.0,0.055400,4.43,-0.19,-6.14,0.000001,404443459.26,286853713.12134963,212093659.9337957,7300425000.00,9900000000,9900000000
135,54597,RACA,Radio Caca,radio-caca,137.0,0.002220,13.24,-2.31,-30.11,4.57E-8,403741322.99,5864735.189534301,4095764.9124470465,181850767347.00,443478491084,442475501083
136,32382,TRAC,OriginTrail,origintrail,138.0,1.11,10.63,-1.37,13.69,0.000023,402948725.84,2074464.0265555596,1435431.6375611492,363853920.00,500000000,500000000
137,32807,CEEK,CEEK VR,ceek-vr,139.0,0.526787,12.29,-0.82,-7.56,0.000011,389636558.30,2403516.638756302,3632360.6933072153,739647760.00,1000000000,
138,33878,RSR,Reserve Rights,reserve-rights,140.0,0.029156,3.65,-1.41,-3.73,6.00E-7,383695571.91,28511160.3358436,39539280.549251184,13159998943.00,100000000000,100000000000
139,33630,FX,Function X,function-x,141.0,0.934996,9.60,-1.24,15.07,0.000019,381964844.97,7178498.174456336,984555.8409095973,408520357.00,378604525,1893022625
140,49687,YOOSHI,YooShi,yooshi,142.0,0.000001,7.37,-0.52,-3.29,2.09E-11,381660500.01,6270472.055905921,4997553.0384908775,375986915297318.00,1000000000000000,1000000000000000
141,44136,KEEP,Keep Network,keep-network,143.0,0.609414,5.94,-1.17,2.96,0.000013,363199059.88,9718720.239554653,17985746.88304093,595980412.00,999848780.8,1000000000
142,55869,RMRK,RMRK,rmrk,144.0,38.12,13.95,-0.34,-9.69,0.000784,362175625.00,11743007.027890489,9043076.282876661,9500000.00,10000000,10000000
143,33879,CHR,Chromia,chromia,145.0,0.637363,17.97,0.11,17.37,0.000013,361620513.01,69769477.0410614,33137291.47179684,567369439.00,471970667.47266,1000000000
144,46183,INJ,Injective Protocol,injective-protocol,146.0,7.99,4.60,-0.24,-4.25,0.000164,348963237.06,15518108.540744826,16746907.721474193,43655553.00,100000000,100000000
145,42564,ORC,Orbit Chain,orbit-chain,147.0,0.605008,10.28,-0.39,115.31,0.000012,346308159.67,2270372.4918867345,932752.4875834708,572402163.00,982474646.52394,1000000000
146,3026,DENT,Dent,dent,148.0,0.003444,11.15,-1.30,5.31,7.08E-8,340999319.28,26980083.571777247,19320397.954254508,99007791202.00,100000000000,
147,48721,XPRT,Persistence,persistence,149.0,5.57,4.04,-0.57,-1.50,0.000115,337504844.52,843776.9438027292,1059094.993382366,60569302.00,122103276.74569,
148,33875,GTN,GlitzKoin,glitzkoin,150.0,1.36,0.12,0.02,1784.82,0.000028,335869360.92,669598.8095619223,1239334.9215961078,247499427.00,998999327.9096,
149,42227,PAXG,PAX Gold,pax-gold,151.0,1799.55,-0.12,-0.12,0.67,0.037006,322373654.75,9772742.119659225,6583896.069873102,179141.00,179141.425,
150,44041,CTSI,Cartesi,cartesi,152.0,0.661141,7.25,-1.38,6.10,0.000014,321748513.11,18417249.267969944,10571264.569328979,486656630.00,1000000000,1000000000
151,46654,DVI,Dvision Network,dvision-network,153.0,1.13,3.54,0.89,12.87,0.000023,316188748.27,1100040.0274320699,1069144.4867003954,279496290.00,1000000000,1000000000
152,44174,EWT,Energy Web Token,energy-web-token,154.0,10.41,7.81,-1.06,8.85,0.000214,313086952.72,2638667.716639327,1937259.3246644237,30062138.00,48638535.4433,100000000
153,47375,MASK,Mask Network,mask-network,155.0,10.63,6.37,-0.68,5.04,0.000219,309792043.35,52314751.06151059,50667167.888151176,29130722.00,100000000,100000000
154,47385,DAO,DAO Maker,dao-maker,156.0,4.87,7.73,-0.23,1.69,0.000100,307736888.48,3858412.141235043,3175681.0269072787,63158945.00,274989749.67472,312000000
155,32239,MED,MediBloc [QRC20],medibloc,157.0,0.056730,4.16,-0.29,7.26,0.000001,305342866.35,4506303.218806963,5297484.672033383,5382401140.00,5382401140,10000000000
156,32390,REN,Republic Protocol,republic-protocol,158.0,0.513228,7.62,-0.07,3.02,0.000011,301912384.38,24706914.4756553,19535873.18683495,588261205.00,1000000000,
157,108,LSK,Lisk,lisk,159.0,2.34,5.46,-0.43,5.37,0.000048,301034229.95,64201662.34935859,3753826.007215561,128900444.00,128900444.52198,159918400
158,41189,XDB,DigitalBits,digitalbits,160.0,0.337232,8.44,-0.11,9.02,0.000007,294945646.85,1427729.0659247946,1270049.2800738942,874608082.00,1500000000,
159,36591,SXP,Swipe,swipe,161.0,1.52,4.84,-0.59,7.43,0.000031,293206537.05,53032895.24245329,70847144.94267711,192768788.00,300000000,
160,102,XVG,Verge,verge,162.0,0.017110,7.94,0.07,-0.17,3.52E-7,281266554.91,6645719.057110724,5932084.845428816,16438632949.00,16438632949.431,16555000000
161,42278,HUSD,HUSD,husd,163.0,0.998032,-0.20,-0.02,-0.10,0.000021,275654880.47,39770264.76694726,48447186.12306009,276198572.00,478003355.49521,478003355.49521
162,180,ANT,Aragon,aragon,164.0,6.93,29.91,-3.43,47.84,0.000143,274645094.74,161727331.46875507,29140862.209858358,39609522.00,39609524,
163,33874,COTI,COTI,coti,165.0,0.312643,6.19,-0.20,2.57,0.000006,271584568.20,20013558.06621127,19805953.77329487,868672118.00,2000000000,
